tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Cast_and_Crew
tt0359423,A Home at the End of the World,A Home at the End of the World,0,2004,97,"Drama,Romance",6.6,14347,"Colin Farrell (actor), Dallas Roberts (actor), Robin Wright (actress), Sissy Spacek (actress), Andrew Chalmers (actor), Ryan Donowho (actor), Asia Vieira (actress), Quancetia Hamilton (actress), Jeff J.J. Authors (actor), Lisa Merchant (actress), Michael Mayer (director), Michael Cunningham (writer), John Hart (producer), Tom Hulce (producer), Pamela Koffler (producer), Katie Roumel (producer), Duncan Sheik (composer), Enrique Chediak (cinematographer), Andrew Marcus (editor), Lee Percy (editor), Jim Carnahan (casting_director), Mele Nagler (casting_director), Claire Simon (casting_director), Michael Shaw (production_designer)"
tt0499341,Mind and Body,Kokoro to karada,0,2004,83,Drama,5.1,14,"Hiroko Akune (actress), Yoshinori Horimoto (actor), Mansaku Ikeuchi (actor), Misaki Mori (actress), Daisuke Sasagawa (actor), Taijirô Tamura (actor), Nuts Tanahashi (actor), Hiroshi Ando (director), Hiroshi Ando (writer), Satoru Tamaki (writer), Yoshihide Ôtomo (composer), Kazuhiro Suzuki (cinematographer), Nobuko Tomita (editor)"
tt0429562,All or Nothing: A Moscow Detour,All or Nothing: A Moscow Detour,0,2004,118,Comedy,6.8,20,"Alexander Bloch (actor), Gabrielle Bloch (actress), Sergey Zhirov (actor), Gabrielle Bloch (director), Gabrielle Bloch (writer), Alexander Bloch (producer), Gabrielle Bloch (composer), Roman Burdenyuk (cinematographer), Sarah Harvey (editor)"
tt0305747,The Last Summer,The Last Summer,0,2004,95,Drama,6.4,87,"Corey Jackson (actor), Britt Robertson (actress), Muse Watson (actor), Nick Searcy (actor), David Andrews (actor), Rachel Shumate (actress), Adam Pervis (actor), Andrew Dickinson Jr. (actor), Drew Dickinson (actor), Christa Orion (actress), Jonathan Landau (director), Jonathan Landau (writer), Richard Finney (producer), Terence Michael (producer), Christopher Wright (composer), Shawn Lewallen (cinematographer), David Schifter (casting_director), Kristen L. Shaughnessy (production_designer)"
tt0358135,Shall We Dance?,Shall We Dance?,0,2004,106,"Comedy,Drama,Music",6.2,52334,"Richard Gere (actor), Jennifer Lopez (actress), Susan Sarandon (actress), Stanley Tucci (actor), Lisa Ann Walter (actress), Anita Gillette (actress), Bobby Cannavale (actor), Omar Benson Miller (actor), Tamara Hope (actress), Stark Sands (actor), Peter Chelsom (director), Masayuki Suô (writer), Audrey Wells (writer), Simon Fields (producer), John Altman (composer), Gabriel Yared (composer), John de Borman (cinematographer), Charles Ireland (editor), Robert Leighton (editor), Ross Clydesdale (casting_director), Richard Hicks (casting_director), Caroline Hanania (production_designer)"
tt0437365,Bullet Avoids the Fool,Norega se metek ogne,0,2004,85,"Comedy,Drama",6.4,41,"Ludvik Bagari (actor), Vida Breze (actress), Dusan Briski (actor), Petra Cirkovski (actress), Neva Flajs (actress), Uros Potocnik (actor), Tarek Rashid (actor), Miha Zrimsek (actor), Petra Zupan (actress), Mitja Novljan (director), Mitja Novljan (writer), Ludvik Bagari (producer), Vladimir Kuzman (composer), Aleksander Petric (cinematographer), Dafne Jemersic (editor), Mitja Novljan (editor), Aleksander Petric (editor)"
tt0489373,Estland mon amour,Estland mon amour,0,2004,93,Documentary,7.9,17,"Sibylle Tiedemann (director), Sibylle Tiedemann (writer), Heino Deckert (producer), Sibylle Tiedemann (producer), Tiit Kalluste (composer), Kristjan Randalu (composer), Siiri Sisask (composer), Villu Veski (composer), Lars Barthel (cinematographer), Rainer Hoffmann (cinematographer), Kornel Miglus (cinematographer), Inge Schneider (editor)"
tt0375233,Innocence,Innocence,0,2004,122,"Drama,Mystery",6.8,6959,"Zoé Auclair (actress), Lea Bridarolli (actress), Bérangère Haubruge (actress), Marion Cotillard (actress), Hélène de Fougerolles (actress), Olga Peytavi-Müller (actress), Alisson Lalieux (actress), Ana Palomo-Diaz (actress), Astrid Homme (actress), Joséphine Van Wambeke (actress), Lucile Hadzihalilovic (director), Lucile Hadzihalilovic (writer), Frank Wedekind (writer), Patrick Sobelman (producer), Richard Cooke (composer), Benoît Debie (cinematographer), Adam Finch (editor), Patrick Hella (casting_director), Arnaud de Moleron (production_designer)"
tt0398963,Dorian Blues,Dorian Blues,0,2004,88,"Comedy,Drama,Romance",6.7,2512,"Michael McMillian (actor), Lea Coco (actor), Steve Fletcher (actor), Mo Quigley (actress), Austin Basis (actor), Ryan Kelly Berkowitz (actress), Chris Dallman (actor), Leslie Elliard (actor), Jeff Paul (actor), Cody Nickell (actor), Tennyson Bardwell (director), Tennyson Bardwell (writer), Tennyson Bardwell (producer), Frank D'Andrea (producer), Portia Kamons (producer), Mary-Beth Taylor (producer), Will Severin (composer), Taylor Morrison (cinematographer), Ann Marie Lizzi (editor), Mary-Beth Taylor (casting_director), Len X. Clayton (production_designer)"
tt0423984,Plastic Flowers,Chun hua kai,0,2004,90,Drama,7.1,28,"Xiaoqing Liu (actress), Xiding Min (actor), Zhi Yin (actor), Bingjian Liu (director), Ye Deng (writer), Bingjian Liu (writer), Chunhong Wang (writer), Jiangnan Zhang (writer), Ye Deng (producer), Fang Ping (producer), Pingchang Zheng (composer), Lutz Reitemeier (cinematographer), Yifan Zhang (editor)"
tt0371939,Secuestro express,Secuestro express,0,2004,86,"Action,Crime,Drama",6.5,2749,"Mía Maestro (actress), Jean Paul Leroux (actor), Rubén Blades (actor), Carlos Julio Molina (actor), Pedro Perez (actor), Carlos Madera (actor), Dalila Colombo (actress), Elba Escobar (actress), Dimas González (actor), Miguel Ángel Landa (actor), Jonathan Jakubowicz (director), Jonathan Jakubowicz (writer), Sandra Condito (producer), Jonathan Jakubowicz (producer), Salomon Jakubowicz (producer), Angelo Milli (composer), David Chalker (cinematographer), Ethan Maniquis (editor)"
tt0407013,Monsoon Wife,Monsoon Wife,0,2004,92,Drama,4.6,386,"Steve Boss (actor), Constance Frenzen (actress), McGeorge Robinson (actor), Linda Shing (actress), Rob Stockton (actor), Marlin Darrah (director), Marlin Darrah (writer), Candy Davis (writer), Marlin Darrah (producer), Skye Fitzgerald (producer), Steven Chesne (composer), Rick Cullis (cinematographer), Marlin Darrah (cinematographer), Marlin Darrah (editor), Jerry Pratt (editor)"
tt0359774,One Last Ride,One Last Ride,0,2004,88,Drama,4.5,204,"Patrick Cupo (actor), Robert Davi (actor), Chazz Palminteri (actor), Anita Barone (actress), Jack Carter (actor), Joe Marinelli (actor), Mario Roccuzzo (actor), Tracey Walter (actor), Tony Lee (actor), Lana Parrilla (actress), Tony Vitale (director), Patrick Cupo (writer), Christian Arnold-Beutel (producer), Patrick Cupo (producer), John J. Kelly (producer), Claire Kupchak (producer), Josh G. Abrahams (composer), Mark Doering-Powell (cinematographer), Gregory Hobson (editor), Mikel Greer (casting_director), Debbie Andrews (production_designer)"
tt0430328,Madhoshi,Madhoshi,0,2004,122,"Drama,Musical,Mystery",4.6,513,"Bipasha Basu (actress), John Abraham (actor), Priyanshu Chatterjee (actor), Prakash Bharadwaj (actor), Dolly Bindra (actress), Anang Desai (actor), Ghanshyam Garg (actor), Vikram Gokhale (actor), Adi Irani (actor), Smita Jaykar (actress), Tanveer Khan (director), Tanveer Khan (writer), Anil Sharma (producer), Raju Rao (composer), Roop Kumar Rathod (composer), Damodar Naidu (cinematographer), Rajeev Gupta (editor)"
tt0405166,"Mongolpiparen: En ber√§ttelse om k√§rlek, magi och f√•glar","Mongolpiparen: En ber√§ttelse om k√§rlek, magi och f√•glar",0,2004,88,Drama,3.2,92,"Anna-Lena Strindlund (actress), Linus Wahlgren (actor), Per Graffman (actor), Måns Nathanaelson (actor), Vanna Rosenberg (actress), Sofia Bach (actress), Pia Green (actress), Stephan Karlsén (actor), Thomas Jankert (actor), Re (actor), Alexander Moberg (director), Hans Iveberg (writer), Hans Iveberg (producer), Carl-Michael Herlöfsson (composer), Mischa Gavrjusjov (cinematographer)"
tt0423969,Casuistry: The Art of Killing a Cat,Casuistry: The Art of Killing a Cat,0,2004,91,Documentary,3.8,75,"Christie Blatchford (self), Daniel Borins (self), Jubal Brown (self), Matthew Kaczorowski (self), Istvan Kantor (self), John Margetson (self), Jesse Power (self), Anthony Wennekers (self), Zev Asher (director), Zev Asher (writer), Linda Feesey (producer), Jen Morris (composer), Zev Asher (cinematographer), Linda Feesey (cinematographer), Zev Asher (editor)"
tt0414705,Zsiguli,Zsiguli,0,2004,81,Comedy,4.5,174,"József Szarvas (actor), Tibor Gazdag (actor), Anna Györgyi (actress), Sándor Gáspár (actor), Sándor Badár (actor), Sándor Badár (actor), András Szöke (actor), Gábor Zelei (actor), István Bagin (actor), Gábor Boka (actor), Emma Bornai (actress), András Szöke (director), István Bagin (writer), Bálint Hegedûs (writer), András Szöke (writer), István Demeter (producer), Ferenc Szohár (producer), Sándor Tisza (composer), Gábor Halász (cinematographer), Gitta Rajnai (editor), Károly Szalai (editor), Csaba Nagy (production_designer), Zoltán Torda (production_designer)"
tt0388192,Graveyard Island,Kyrkog√•rds√∂n,0,2004,98,"Adventure,Drama,Mystery",4.4,227,"Kasper Lindström (actor), Helena Jacobsson (actress), Jim Ramel Kjellgren (actor), Arild Lagergren Jernselius (actor), Samuel Lucki-Rakana (actor), Torsten Wahlund (actor), Lotta Ramel (actress), Leif Andrée (actor), Lakke Magnusson (actor), Pjotr Giro (actor), Martin Forsström (director), Daniel Möllberg (director), Martin Forsström (writer), Daniel Möllberg (writer), Richard Paulson (writer), Richard Paulson (producer), Moonchild (composer), Fredrik Wahlin (composer), Martin Thurfjell (cinematographer), Jan Persson (editor), Marie Molander (casting_director)"
tt0362865,La mina,La mina,0,2004,90,Drama,3.8,18,"Norman Briski (actor), Víctor Laplace (actor), Jean Pierre Noher (actor), Haydée Padilla (actress), Eleonora Wexler (actress), Víctor Laplace (director), Enrique Cortés (writer), Víctor Laplace (writer), Nestor Romero (writer), Nestor Romero (producer), Damián Laplace (composer), Fabián Giacometti (cinematographer), Emiliano López (cinematographer)"
tt0929626,Shiva Shankar,Shiva Shankar,0,2004,125,"Drama,Family",4.7,395,"Mohan Babu (actor), Mohan Babu (actor), Soundarya (actress), Nataneya Singh (actress), Abhinayasri (actress), Mohammad Ali (actor), Ananth (actor), Raghu Babu (actor), Brahmanandam (actor), Chitti Babu (actor), Ganesh (actor), Rajendra (director), Mohan Babu (producer), Ilaiyaraaja (composer), Gautham Raju (editor)"
tt0481120,Kottaram Vaidyan,Kottaram Vaidyan,0,2004,121,"Comedy,Drama,Romance",3.7,27,"Vineeth Kumar (actor), Sujitha (actress), Narendra Prasad (actor), Jagadish (actor), Baiju Santhosh (actor), Janardanan (actor), Maniyanpilla Raju (actor), Jagathy Sreekumar (actor), Kochu Preman (actor), Suraj Venjaramoodu (actor), Satheesh Venganoor (director), Satheesh Venganoor (writer), Venu (writer), A. Salim (producer), Ramesh Narayan (composer), Bijois (cinematographer), K.S. Sivachandran (editor)"
tt0400199,Babylonsjukan,Babylonsjukan,0,2004,90,Drama,4.8,737,"Nina Wähä (actress), Paulina Hawliczek (actress), Mikael Wranell (actor), Kalled Mustonen (actor), Gustav Deinoff (actor), Jonatan Rodriguez (actor), Per Burell (actor), David Dencik (actor), Gustaf Skarsgård (actor), Georgi Staykov (actor), Daniel Espinosa (director), Clara Fröberg (writer), Lars Lindström (producer), Åke Sandgren (producer), Jon Ekstrand (composer), Camilla Hjelm (cinematographer), Morten Højbjerg (editor), Imor Hermann (casting_director), Catharina Nyqvist Ehrnrooth (production_designer)"
tt0358349,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,0,2004,100,"Action,Adventure,Comedy",4.6,16942,"Frankie Muniz (actor), Anthony Anderson (actor), Hannah Spearritt (actress), Cynthia Stevenson (actress), Daniel Roebuck (actor), Anna Chancellor (actress), Keith Allen (actor), James Faulkner (actor), David Kelly (actor), Santiago Segura (actor), Kevin Allen (director), Jeffrey Jurgensen (writer), Harald Zwart (writer), Dylan Sellers (writer), Don Rhymer (writer), David Glasser (producer), David Nicksay (producer), Guy Oseary (producer), Dylan Sellers (producer), Mark Thomas (composer), Denis Crossan (cinematographer), Andrew MacRitchie (editor), John Papsidera (casting_director), Richard Holland (production_designer)"
tt0398838,A Cartomante,A Cartomante,0,2004,90,Drama,3.7,194,"Deborah Secco (actress), Luigi Baricelli (actor), Ilya São Paulo (actor), Sílvia Pfeifer (actress), Ronnie Marruda (actor), Cristiane Alves (actress), Giovanna Antonelli (actress), Silvio Guindane (actor), Mel Lisboa (actress), Sabrina Sato (actress), Wagner de Assis (director), Pablo Uranga (director), Laura Malin (writer), Pablo Uranga (writer), Machado de Assis (writer), Wagner de Assis (writer), Luigi Baricelli (producer), Wagner de Assis (producer), Carlos Guimarães (producer), Pablo Uranga (producer), Leoni (composer), Rodrigo Monte (cinematographer), Pablo Uranga (editor)"
tt0464816,Komplett galen,Komplett galen,0,2004,82,Comedy,4.6,53,"Matthew Allen (actor), Carmen Amador (actress), Eric Börjeson (actor), Görel Crona (actress), Rogelio de Badajoz (actor), Aalma Duran (actress), Annett Duran (actress), Rafael Edholm (actor), Cati García (actress), Yaba Holst (actress), Rafael Edholm (director), Daniella Prah (producer), Rogelio de Badajoz (composer), Jose Ramon Gonzalez (composer), Hannu Kiviaho (composer), Bersa (cinematographer), Fredrik Abrahamsen (editor), Staffan Elmkvist (editor), Niklas Vestermark (editor)"
tt0429687,The Black Shoe Drifter,The Black Shoe Drifter,0,2004,105,Drama,4.9,11,"J.P. Blount Sr. (actor), Charlie Blount (actor), John Paul Blount (actor), Josh Danger (actor), Sarah Fantazia (actress), Cody Gates (actor), Randy Howard (actor), Brian Lancaster (actor), Jerry Nelson (actor), Alex Noce (actor), R. Clifford Olson (director), R. Clifford Olson (writer), Bandersnatch (composer), Willy Kunkle (cinematographer), R. Clifford Olson (editor)"
tt0359078,Churchill: The Hollywood Years,Churchill: The Hollywood Years,0,2004,84,"Comedy,War",4.9,2682,"Miranda Richardson (actress), Antony Sher (actor), Christian Slater (actor), Harry Enfield (actor), Simon Rake (actor), James Long (actor), James Putnam (actor), Bob Mortimer (actor), Vic Reeves (actor), Neve Campbell (actress), Peter Richardson (director), Peter Richardson (writer), Pete Richens (writer), Marcel Theroux (writer), Harry Enfield (writer), Jonathan Cavendish (producer), Dixie Linder (producer), Ben Swaffer (producer), Simon Boswell (composer), Rod Melvin (composer), Cinders Forshaw (cinematographer), Geoff Hogg (editor), Duncan Shepherd (editor), Nick Smith (editor), John Wilson (editor), John Hubbard (casting_director), Tom Burton (production_designer)"
tt0925130,Suryam,Suryam,0,2004,150,"Action,Romance",4.1,1193,"Mohan Babu (actor), Vishnu Manchu (actor), Celina Jaitly (actress), Archana Shastry (actress), Mohammad Ali (actor), Ananth (actor), Babu Mohan (actor), Giri Babu (actor), Raghu Babu (actor), Brahmanandam (actor), Samudra V. (director), Mohan Babu (producer), Chakri (composer)"
tt0477664,A Happy Ending,A Happy Ending,0,2005,60,"Action,Comedy,Drama",8.6,80,"Angela Correa (actress), James Evans (actor), Kelly Taylor (actress), Monique La Barr (actress), Corky Loesch (actor), Angela Smith (actress), Doralicia (actress), Joey Sylvester (actor), Dominiqua Alexis (actress), Michael Q. Schmidt (actor), James Evans (director), Rick Basabilvazo (writer), James Evans (writer), Rick Basabilvazo (composer), Rick Lawndale (composer), Eddi Garcia (cinematographer), Andrea Martin (editor), Christopher Lee Williams (editor)"
tt0454966,Touching Down,Touching Down,0,2005,122,Drama,8.8,19,"Sarah Lewis (actress), Win De Lugo (actor), Darren Robertson (actor), Robert DeLillo (actor), Shellah Garrett (actress), Zachary Hahn (actor), Bill Hindley (actor), Michael Ian (actor), Jeremy Brandt (actor), Alana Sullivan (actress), Chris King (director), Chris King (writer), David Goldstein (producer), Jo Haskin (producer), Kevin Haskin (producer), Chris King (producer), Jonathan Phillips (composer), Armen Allen (cinematographer), Randy Gomez (cinematographer), Chris King (editor)"
tt0455913,Bastards of the Party,Bastards of the Party,0,2005,95,Documentary,8.1,568,"Daryl Gates (archive_footage), Fred Hampton (archive_footage), Joe Hicks (self), Ericka Huggins (self), Rodney King (archive_footage), LBONGO (archive_footage), Cle Sloan (self), M. Wesley Swearingen (self), Cle Sloan (director), Antoine Fuqua (producer), Cle Sloan (producer), Joong-Han Chung (composer), Joan Churchill (cinematographer), Phil Parmet (cinematographer), Haskell Wexler (cinematographer), Mark Woods (cinematographer), Keith Salmon (editor)"
tt0766236,El escape de los Santos,El escape de los Santos,0,2005,84,Drama,8.7,26,"Orlando Arreola (actor), Ramiro Briones (actor), Tomas Brown (actor), Lupe Camarillo (actress), Carlos Coral (actor), Francisco Javier Flores (actor), Joel Federico Gonzalez (actor), Hector Hernandez (actor), Jose Luis Mosqueda (actor), Robert Rodriguez Palafox (actor), Ricardo Mendoza Wheeler (director), Ricardo Mendoza Wheeler (writer), Alonso Wheeler (writer), Francisco Javier Flores (producer), Alonso Wheeler (producer), Ricardo Mendoza Wheeler (composer), Ricardo Mendoza Wheeler (cinematographer), Ricardo Mendoza Wheeler (editor)"
tt0842632,Shoot Back! Geschichten aus der Unterwelt,Shoot Back! Geschichten aus der Unterwelt,0,2005,82,Documentary,8.5,26,"Michael Trabitzsch (director), Katharina Kiecol (writer), Michael Trabitzsch (writer), Peter Karanja (cinematographer), Julius Mwelu (cinematographer), Frederick Otieno (cinematographer), Joachim Schönfeld (cinematographer), Katja Reinert (editor)"
tt0463904,Behind Those Eyes,Behind Those Eyes,0,2005,98,Documentary,8.7,16,"Daniel Adair (actor), Brad Arnold (actor), Todd Harrell (actor), Chris Henderson (actor), Matt Roberts (actor), Alex Gibney (director), Alex Gibney (writer), Scott Mahalick (writer), Alex Gibney (producer), Daniel Adair (composer), Todd Harrell (composer), Chris Henderson (composer), Matt Roberts (composer), Matthew Akers (cinematographer), Joe Broderick (cinematographer), Alan Deutsch (cinematographer), Kenny Dezendorf (cinematographer), Eric Bruggemann (editor), Sean O'Neil (editor), Andrew Beard (production_designer), Steve Dooher (production_designer), Diane Hunt (production_designer), Tracey Karka (production_designer)"
tt0499164,Wir waren niemals hier,Wir waren niemals hier,0,2005,97,Documentary,8,35,"Götz Alsmann (archive_footage), Frank Behnke (self), Jörg Buttgereit (self), Françoise Cactus (self), Diedrich Diederichsen (self), Jochen Distelmeyer (self), Marc Elsner (self), Kerl Fieser (self), Alfred Hilsberg (self), Regina Hoppe (self), Antonia Ganz (director), Antonia Ganz (writer), Antonia Ganz (producer), Markus Seitz (producer), Max Müller (composer), Antonia Ganz (cinematographer), Antonia Ganz (editor)"
tt0478277,Stranger Than Fiction,Stranger Than Fiction,0,2005,128,Drama,8,17,"Jenna Leigh Gline (actress), Kimberly Harrison (actress), Jessica Charity (actress), Bolen High (actor), Jonathan Kehoe (actor), Matt Ottinger (actor), Mandana Rothschild (actress), Mehru Khan (actress), Mark Marabate (director), Mark Marabate (writer)"
tt0482590,Samba on Your Feet,Samba on Your Feet,0,2005,60,"Documentary,Music",8.2,16,"Paulo Barros (self), Haroldo Costa (self), Teresa Cristina (self), Xangô da Mangueira (self), Hermínio Bello de Carvalho (self), Carlinhos de Jesus (self), Mart'nália (self), Tia Surica (self), Eduardo Montes-Bradley (director), Juan Trasmonte (writer), Eduardo Montes-Bradley (producer), Juan Trasmonte (producer), Mustapha Barat (cinematographer)"
tt0482533,Leave It to Chance,Leave It to Chance,0,2005,100,"Comedy,Romance",8.2,39,"Stephen Heraldo (actor), Agnes Sahagun (actress), Michael Solomon (actor), Chuong Tran (actor), Bernard Badion (actor), Katrina dela Cruz (actress), Analyn LaGuardia (actress), Tim Heraldo (actor), John Naraval (actor), Jeremy Dizon (actor), Bernard Badion (director), Bernard Badion (writer), Eileen Chiao (producer), Ernest Viray (producer), Ferdinand-Noel Bacani (composer), Benjamin Kantor (cinematographer), Janina Umali (production_designer)"
tt0871012,Rama Shama Bhama,Rama Shama Bhama,0,2005,180,Comedy,8,691,"Kamal Haasan (actor), Ramesh Aravind (actor), Urvashi (actress), Daisy Bopanna (actress), Shruti (actress), Aniruddha Jatkar (actor), H.G. Dattatreya (actor), Yashwanth Bijur (actor), Pratima Devi (actress), Rajendra Karanth (actor), Ramesh Aravind (director), Ramesh Aravind (writer), Rajendra Karanth (writer), Balu Mahendra (writer), Yeshvanth (writer), K. Manju (producer), Gurukiran (composer), P.K.H. Das (cinematographer), Nagendra Urs (editor)"
tt0758438,The Cleansing Rites,Suddha,0,2005,105,Drama,8.2,23,"Sharada Devi (actress), Bharathi Jain (actress), Jagatpal Jain (actor), Saikrishna Kudla (actor), Aasha Marnad (actress), Gopal Marnad (actor), Mohandas (actor), Sujata Mudradi (actress), Subhash Padiwaal (actor), Boja Shetty (actress), Ramchandra P.N. (director), Ramchandra P.N. (writer), Ramchandra P.N. (producer), Sameer Mahajan (cinematographer), Ramchandra P.N. (editor), Surendra Kumar (casting_director)"
tt0454190,The Tin Mine,Maha'lai muang rae,0,2005,111,"Biography,Comedy,Drama",8.1,882,"Pijaya Vachajitpan (actor), Donlaya Mudcha (actress), Sonthaya Chitmanee (actor), Anthony Howard Gould (actor), Bill O'Leary (actor), Ajin Panjapan (self), Jaran 'See Tao' Petcharoen (actor), Niran Sattar (actor), Jumpol Thongtan (actor), Jira Maligool (director), Jira Maligool (writer), Ajin Panjapan (writer), Jira Maligool (producer), Chankit Chamnivikaipong (cinematographer), Pan Busabaan (editor), Ek Iemchuen (production_designer)"
tt0411759,Planet Ibsen,Planet Ibsen,0,2005,96,Fantasy,8.6,47,"Steve DuMouchel (actor), Clint Howard (actor), Justine Eyre (actress), Justine Eyre (actress), Gabriel Damon (actor), Antoni Corone (actor), Tom Nowicki (actor), Marty Stonerock (actress), Marc Macaulay (actor), Robert Deacon (actor), Maya Gilgenbach (actress), Jonathan Wyche (director), Jonathan Wyche (writer), Irv Goodnoff (producer), S. Runi Goyal (producer), Jonathan Wyche (producer), David Williams (composer), Irv Goodnoff (cinematographer), Agustin Rexach (editor), Carol Arnold (production_designer), Shannon Hart (production_designer)"
tt0452889,Val/Val,Val/Val,0,2005,61,Drama,8.2,26,"Gustavo Camelot (actor), Gustavo Camelot (actor), Mariela Santos (actress), Danielle James (actress), Jasper Wood (actor), Hebe Tabachnik (actress), Olivier Raynal (actor), Sue Ozeran (actress), Pierrino Mascarino (actor), Jonathan Levit (actor), Noel Johansen (actor), Gustavo Camelot (director), Gustavo Camelot (writer), Gustavo Camelot (producer), Wes Hambright (composer), Alex Menck (composer), Dan Ostermann (composer), Michael Reola (composer), Tobias Datum (cinematographer), Brandon Trost (cinematographer), Jay Bowman (editor), Gustavo Camelot (production_designer)"
tt0440974,Pieces of a Dream,Pieces of a Dream,0,2005,112,Drama,8.8,114,"Harold Dennis (actor), Ngina James (actress), Paul Branton (actor), Joel P.E. King (actor), Raz B (actor), Monty Jey (actor), Jake DeVito (actor), Anita Showalter (actress), Fred Schutz (actor), Tre'von Griffith (actor), Skee Skinner (director), Paul Branton (writer), Skee Skinner (writer), Luther Wayne Simmons (producer), Sherman Skinner III (producer), Skee Skinner (producer), Chuck Webb (composer), Jeffrey T. Brown (cinematographer), Skee Skinner (editor), Tim Wilsbach (editor), Paul Branton (casting_director), Casaundra Joliff (casting_director), Skee Skinner (casting_director), April Spencer (casting_director), Paul Branton (production_designer)"
tt0462267,"Ears, Open. Eyeballs, Click.","Ears, Open. Eyeballs, Click.",0,2005,155,Documentary,8,210,"Drill Instructor Maranan (actor), Drill Instructor Martinez (actor), Drill Instructor Liebfried (actor), Senior Drill Instructor Sandercock (actor), Recruit Spelis (actor), Recruit Falke (actor), Recruit Schmedikamp (actor), Recruit Sandoval (actor), Senior Drill Instructor Nichols (actor), SSGT Nichols (actor), Canaan Brumley (director), Canaan Brumley (writer), Canaan Brumley (producer), John Stutzman (composer), Michael Boidy (cinematographer), Canaan Brumley (editor)"
tt0418819,Land of the Dead,Land of the Dead,0,2005,93,"Horror,Sci-Fi,Thriller",6.2,104742,"John Leguizamo (actor), Asia Argento (actress), Simon Baker (actor), Dennis Hopper (actor), Robert Joy (actor), Eugene Clark (actor), Joanne Boland (actress), Tony Nappo (actor), Jennifer Baxter (actress), Boyd Banks (actor), George A. Romero (director), George A. Romero (writer), Mark Canton (producer), Bernie Goldmann (producer), Peter Grunwald (producer), Reinhold Heil (composer), Johnny Klimek (composer), Miroslaw Baszak (cinematographer), Michael Doherty (editor), Marci Liroff (casting_director), Arvinder Greywal (production_designer)"
tt0493107,An Angel of the Lord,Andel P√°ne,0,2005,90,"Comedy,Family,Fantasy",6.8,1097,"Ivan Trojan (actor), Jirí Dvorák (actor), Zuzana Kajnarová (actress), David Svehlík (actor), Oldrich Navrátil (actor), Zuzana Stivínová (actress), Josef Somr (actor), Jana Štěpánková (actress), Oldrich Vlach (actor), Martin Zahálka (actor), Jiří Strach (director), Lucie Konásová (writer), Bozena Nemcová (writer), Magdalena Sedláková (producer), Milos Bok (composer), Petr Polák (cinematographer), Zdenek Patocka (editor), Jirí Veselý (production_designer)"
tt0826796,Elio Petri... appunti su un autore,Elio Petri... appunti su un autore,0,2005,85,Documentary,7.4,149,"Robert Altman (self), Ursula Andress (self), Bernardo Bertolucci (self), Florinda Bolkan (self), Flavio Bucci (self), Lino Capolicchio (self), Marina Cicogna (self), Dante Ferretti (self), Gianni Fucci (self), Antonio Ghirelli (self), Federico Bacci (director), Nicola Guarneri (director), Stefano Leone (director), Federico Bacci (writer), Nicola Guarneri (writer), Stefano Leone (writer), Paola Pegoraro (producer), Simone Soldani (composer), Federico Bacci (cinematographer), Nicola Guarneri (cinematographer), Paola Freddi (editor)"
tt0425055,Game 6,Game 6,0,2005,87,"Comedy,Drama,Sport",5.7,3194,"Michael Keaton (actor), Robert Downey Jr. (actor), Griffin Dunne (actor), Ari Graynor (actress), Bebe Neuwirth (actress), Shalom Harlow (actress), Nadia Dajani (actress), Harris Yulin (actor), Roger Rees (actor), Tom Aldredge (actor), Michael Hoffman (director), Don DeLillo (writer), David Bausch (producer), Griffin Dunne (producer), Amy Robinson (producer), Leslie Urdang (producer), Yo La Tengo (composer), David M. Dunlap (cinematographer), Camilla Toniolo (editor), Sheila Jaffe (casting_director), Meredith Tucker (casting_director), Georgianne Walken (casting_director), Bill Groom (production_designer)"
tt0479693,Kutob,Kutob,0,2005,110,"Horror,Thriller",6.1,43,"Rica Peralejo (actress), Marvin Agustin (actor), Alessandra De Rossi (actress), Ryan Agoncillo (actor), James Blanco (actor), Liza Lorena (actress), Ana Capri (actress), Bing Loyzaga (actress), Andrea Del Rosario (actress), Valerie Concepcion (actress), Jose Javier Reyes (director), Jose Javier Reyes (writer), Jaime Fabregas (composer), Lito Mempin (cinematographer), Vito Cajili (editor), Willy Urbino (production_designer)"
tt0480670,O C√°rcere e a Rua,O C√°rcere e a Rua,0,2005,85,Documentary,7.3,44,"Cláudia Maria Rullian (self), Daniela Caldeira Cabral (self), Betânia Fontoura da Silva (self), Liliana Sulzbach (director), Angela Pires (writer), Liliana Sulzbach (writer), José Pedro Goulart (producer), Sadil Breda (cinematographer), Angela Pires (editor)"
tt0470745,Empress Chung,Wanghu simcheong,0,2005,93,"Animation,Drama,Fantasy",7.2,51,"Nelson Shin (director), Jung-ha Kim (writer), Young-sup Kwon (writer), Seung-won Kyong (writer), Jang-Hyun Shin (writer), Min-woo Kang (producer), Nelson Shin (producer), Jin-eun Yi (producer), Dong-Hwan Sung (composer), Nelson Shin (editor)"
